# station_name,lon,lat
美瑛,142.461639,43.591186
美馬牛,142.447192,43.537408
上富良野,142.468761,43.464046
西中,142.441876,43.429569
ラベンダー畑,142.434032,43.42065
中富良野,142.420812,43.405704
鹿討,142.404812,43.387499
学田,142.386118,43.366234
旭川四条,142.375815,43.764056
新旭川,142.384789,43.780174
永山,142.434382,43.814158
北永山,142.454493,43.826736
比布,142.471294,43.874478
蘭留,142.473699,43.925072
塩狩,142.4552,43.96794
和寒,142.415309,44.026932
剣淵,142.364754,44.09643
士別,142.388247,44.172536
多寄,142.396315,44.241296
瑞穂,142.396244,44.266349
風連,142.421624,44.292238
名寄高校,142.46548195769,44.330938813348
名寄,142.465207,44.349403
日進(北海道),142.467354,44.381713
智恵文,142.414772,44.455553
智北,142.394007,44.46103
美深,142.350597,44.482951
初野,142.336129,44.512808
恩根内,142.309447,44.598486
天塩川温泉,142.258682,44.665041
咲来,142.267569,44.692702
音威子府,142.259883,44.729448
筬島,142.197777,44.738883
佐久,142.048562,44.743986
天塩中川,142.075335,44.81186
問寒別,142.025562,44.91233
糠南,142.000931,44.920778
雄信内,141.935888,44.911735
南幌延,141.884892,44.965084
幌延,141.84569,45.014503
下沼,141.758218,45.037146
豊富,141.772088,45.104624
兜沼,141.6972,45.220236
勇知,141.685151,45.259339
抜海,141.644576,45.316866
南稚内,141.683026,45.398166
稚内,141.676999,45.416995
南永山,142.40853,43.78055
東旭川,142.441544,43.776571
桜岡,142.486968,43.801812
当麻,142.516987,43.825477
伊香牛,142.525227,43.876025
愛別,142.582176,43.898635
中愛別,142.655424,43.896216
愛山,142.680699,43.866442
安足間,142.693868,43.852011
上川,142.766895,43.848508
白滝,143.180795,43.884435
丸瀬布,143.335817,44.006354
瀬戸瀬,143.420937,44.008753
遠軽,143.520667,44.060278
安国,143.535762,43.993322
生田原,143.534627,43.923674
西留辺蘂,143.603257,43.785345
留辺蘂,143.621394,43.785534
相内,143.756449,43.795948
東相内,143.809499,43.805466
西北見,143.841586,43.803114
北見,143.898167,43.805504
柏陽,143.916737,43.824911
愛し野,143.932962,43.841426
端野,143.942336,43.851172
緋牛内,143.999887,43.880431
美幌,144.10563,43.836967
西女満別,144.148372,43.880057
女満別,144.170665,43.915886
呼人,144.218945,43.963695
網走,144.254156,44.019873
桂台,144.273223,44.016913
鱒浦,144.296526,43.982481
藻琴,144.320079,43.968358
北浜(北海道),144.352541,43.958549
原生花園,144.41443,43.941033
浜小清水,144.453187,43.934077
止別,144.519818,43.921558
知床斜里,144.661647,43.910749
中斜里,144.659033,43.874608
清里町,144.593948,43.83871
札弦,144.531526,43.786574
緑,144.505499,43.718282
川湯温泉,144.457749,43.616258
美留和,144.437656,43.555316
摩周,144.463981,43.487373
磯分内,144.554322,43.379389
標茶,144.608434,43.298472
茅沼,144.503788,43.202097
塘路,144.496817,43.151739
細岡,144.469683,43.105055
釧路湿原,144.447799,43.100647
遠矢,144.458367,43.047878
中小国,140.596798,41.051702
奥津軽いまべつ,140.515444,41.145083
木古内,140.434004,41.677642
札苅,140.468097,41.699271
泉沢,140.506797,41.700867
釜谷,140.53718,41.712153
渡島当別,140.579109,41.737309
茂辺地,140.600561,41.766604
上磯,140.640599,41.81956
清川口,140.652906,41.824615
久根別,140.666468,41.826727
東久根別,140.679731,41.826005
七重浜,140.707957,41.817643
新庄,140.306064,38.76256
泉田,140.310039,38.811758
羽前豊里,140.242247,38.836748
真室川,140.254814,38.858243
釜淵,140.263864,38.93281
大滝,140.320199,38.971485
及位,140.361164,38.992983
院内,140.4138,39.049706
横堀,140.45131,39.064533
三関,140.483796,39.110196
上湯沢,140.485262,39.134221
湯沢,140.487011,39.163443
下湯沢,140.50249,39.197196
十文字,140.526287,39.221186
醍醐(秋田),140.53853,39.248716
柳田,140.553856,39.276385
横手,140.5604,39.310146
後三年,140.538397,39.364891
飯詰,140.515378,39.406013
大曲(秋田),140.479628,39.465712
神宮寺,140.426518,39.494841
刈和野,140.372402,39.547646
峰吉川,140.32314,39.566586
羽後境,140.320722,39.618679
大張野,140.274071,39.663347
和田,140.218754,39.65087
四ツ小屋,140.144946,39.661341
秋田,140.129931,39.716748
泉外旭川,140.112181,39.73835
土崎,140.073601,39.758453
上飯島,140.06847,39.779336
追分(秋田),140.05781,39.809925
大久保(秋田),140.063079,39.87089
羽後飯塚,140.0733,39.898981
井川さくら,140.076022,39.911925
八郎潟,140.078382,39.947366
鯉川,140.077474,39.996361
鹿渡,140.082621,40.044619
森岳,140.070886,40.103164
北金岡,140.063565,40.141895
東能代,140.065746,40.191579
鶴形,140.118507,40.203879
富根,140.172643,40.217956
二ツ井,140.235729,40.212506
前山,140.312378,40.214785
鷹ノ巣,140.369816,40.232059
糠沢,140.397827,40.251094
早口,140.447572,40.271315
下川沿,140.496625,40.276408
大館,140.555946,40.288122
白沢(秋田),140.591657,40.338103
陣場,140.607523,40.398864
津軽湯の沢,140.632055,40.441879
碇ケ関,140.622443,40.478988
長峰,140.603069,40.516072
大鰐温泉,140.566914,40.52154
石川(奥羽本線),140.530951,40.556021
弘前,140.485016,40.599723
撫牛子,140.497616,40.621298
川部,140.521376,40.646862
北常盤,140.54359,40.67053
浪岡,140.580664,40.71021
大釈迦,140.587776,40.756736
鶴ケ坂,140.634878,40.791228
津軽新城,140.672025,40.828022
新青森,140.693472,40.8275
青森,140.734738,40.828668
野辺地,141.119603,40.855142
北野辺地,141.134115,40.871077
有戸,141.189264,40.913949
吹越,141.246552,41.022038
陸奥横浜,141.249757,41.086544
有畑,141.276421,41.131818
近川,141.279021,41.191687
金谷沢,141.248432,41.228854
赤川,141.209339,41.267829
下北,141.18989,41.28288
大湊,141.161772,41.280344
能代,140.033084,40.206577
向能代,140.039111,40.225669
北能代,140.033835,40.254138
鳥形,140.036931,40.271433
沢目,140.037824,40.295929
東八森,140.032462,40.332086
八森,140.017882,40.37135
滝ノ間,140.00221,40.379967
あきた白神,139.987793,40.386583
岩館,139.966258,40.406241
大間越,139.950062,40.492407
白神岳登山口,139.950318,40.513551
松神,139.946556,40.534902
十二湖,139.941986,40.551539
陸奥岩崎,139.924183,40.583333
陸奥沢辺,139.894991,40.586175
ウェスパ椿山,139.871157,40.592913
艫作,139.864856,40.608534
横磯,139.89091,40.629891
深浦,139.929372,40.650239
広戸,139.955586,40.67434
追良瀬,139.970298,40.686114
驫木,139.982954,40.707218
風合瀬,139.99432,40.731826
大戸瀬,140.033596,40.759325
千畳敷,140.054832,40.767769
北金ケ沢,140.095052,40.745995
陸奥柳田,140.123243,40.740616
陸奥赤石,140.162057,40.76156
鰺ケ沢,140.220589,40.775255
鳴沢,140.267617,40.782189
越水,140.298628,40.787258
陸奥森田,140.339033,40.781738
中田(青森),140.364505,40.787424
木造,140.387775,40.802482
五所川原,140.44776,40.809124
陸奥鶴田,140.435276,40.757544
鶴泊,140.437616,40.736026
板柳,140.461785,40.69726
林崎,140.480401,40.675355
藤崎(青森),140.499531,40.654047
油川,140.690476,40.857035
津軽宮田,140.674579,40.887184
奥内,140.672382,40.903044
左堰,140.665929,40.917214
後潟,140.662734,40.931519
中沢,140.656244,40.949044
蓬田,140.654533,40.969042
郷沢,140.652399,40.987682
瀬辺地,140.648179,41.007869
蟹田,140.642565,41.038274
大平,140.559375,41.065866
津軽二股,140.514231,41.145937
大川平,140.507592,41.163204
今別,140.490448,41.179741
津軽浜名,140.47185,41.180521
三厩,140.444482,41.185404
長苗代,141.465907,40.52146
本八戸,141.488762,40.516286
小中野,141.510032,40.518767
陸奥湊,141.527652,40.52335
白銀,141.541648,40.522031
鮫,141.554891,40.530244
陸奥白浜,141.592299,40.516636
種差海岸,141.607367,40.506951
大久喜,141.622958,40.495135
金浜,141.637366,40.475994
大蛇,141.650773,40.467251
階上,141.664958,40.456834
角の浜,141.681773,40.444478
平内,141.699272,40.42552
種市,141.715232,40.410384
玉川(岩手),141.735117,40.380424
宿戸,141.746683,40.366129
陸中八木,141.766517,40.345485
有家(岩手),141.773031,40.324007
陸中中野,141.787768,40.305165
侍浜,141.760575,40.261375
陸中夏井,141.791906,40.207747
久慈,141.770891,40.190391
一ノ関,141.138177,38.926514
真滝,141.17793,38.908239
陸中門崎,141.251226,38.916908
岩ノ下,141.245342,38.947699
陸中松川,141.238046,38.977237
猊鼻渓,141.25327,38.988939
柴宿,141.272312,38.996719
摺沢,141.32146,38.99593
千厩,141.34563,38.924873
小梨,141.38418,38.932493
矢越,141.429029,38.935224
折壁,141.452346,38.939428
新月,141.488796,38.915598
気仙沼,141.558893,38.910031
花巻,141.110458,39.393182
似内,141.140889,39.406819
新花巻,141.17302,39.405839
小山田,141.193999,39.4086
土沢,141.232488,39.383381
晴山,141.257892,39.366617
岩根橋,141.318795,39.355264
宮守,141.350271,39.351066
柏木平,141.379862,39.30606
鱒沢,141.399252,39.300158
荒谷前,141.428507,39.309928
岩手二日町,141.45606,39.323441
綾織,141.476845,39.328422
遠野,141.53072,39.332529
青笹,141.568957,39.311482
岩手上郷,141.585834,39.284658
平倉,141.595661,39.264682
足ケ瀬,141.645807,39.254766
上有住,141.681522,39.242013
陸中大橋,141.718436,39.280451
洞泉,141.760388,39.250671
松倉,141.801484,39.256458
小佐野,141.836515,39.264464
釜石,141.87267,39.273321
北上,141.121221,39.281196
柳原(岩手),141.111671,39.294597
江釣子,141.075749,39.298349
藤根,141.039571,39.301064
立川目,140.997144,39.307876
横川目,140.972143,39.309255
岩沢,140.931616,39.301016
和賀仙人,140.909485,39.308523
ゆだ錦秋湖,140.835343,39.295513
ほっとゆだ,140.775647,39.314493
ゆだ高原,140.737205,39.301074
黒沢(北上線),140.699619,39.276243
小松川,140.646094,39.293403
相野々,140.619067,39.27805
盛岡,141.136599,39.701547
大釜,141.072202,39.711586
小岩井,141.02465,39.709731
雫石,140.974762,39.689244
春木場,140.943954,39.693396
赤渕,140.907222,39.685112
田沢湖,140.722139,39.700363
刺巻,140.69196,39.668563
神代(秋田),140.627358,39.622667
生田(秋田),140.601203,39.612065
角館,140.570988,39.591716
鶯野,140.557901,39.568536
羽後長野,140.540448,39.546003
鑓見内,140.527744,39.519323
羽後四ツ屋,140.511886,39.501511
北大曲,140.497966,39.48944
好摩,141.173685,39.874037
東大更,141.142537,39.902621
大更,141.100808,39.913746
平館,141.08531,39.950886
北森,141.071889,39.956694
松尾八幡平,141.043903,39.969241
安比高原,140.997239,40.012587
赤坂田,141.00394,40.048464
小屋の畑,141.020673,40.076539
荒屋新町,141.049196,40.097682
横間,141.027151,40.107475
田山,140.944126,40.139674
兄畑,140.88302,40.115869
湯瀬温泉,140.840292,40.122384
八幡平,140.804496,40.142881
陸中大里,140.793477,40.158574
鹿角花輪,140.785088,40.188453
柴平,140.787941,40.230751
十和田南,140.770716,40.256069
末広,140.737251,40.229788
土深井,140.713142,40.222452
沢尻,140.693288,40.230342
十二所,140.668211,40.21429
大滝温泉,140.639625,40.209751
扇田,140.572472,40.229235
東大館,140.554745,40.266005
上盛岡,141.147937,39.71146
山岸,141.171401,39.71596
上米内,141.203825,39.743855
区界,141.351352,39.65177
松草,141.437421,39.635918
平津戸,141.511222,39.623408
川内(岩手),141.597548,39.640744
箱石,141.625829,39.617115
陸中川井,141.68153,39.597397
腹帯,141.767434,39.604539
蟇目,141.838876,39.629341
花原市,141.861308,39.630233
千徳,141.9124,39.632251
宮古,141.946454,39.640287
新津,139.121445,37.800383
京ケ瀬,139.178322,37.817616
水原,139.217237,37.836712
神山,139.244691,37.862586
月岡(新潟),139.272488,37.889334
中浦,139.302689,37.912202
新発田,139.335189,37.94412
加治,139.358535,37.976411
金塚,139.37949,38.020178
中条,139.397541,38.049342
平木田,139.427835,38.094338
坂町,139.445838,38.119277
平林(新潟),139.459045,38.150027
岩船町,139.459643,38.183564
村上(新潟),139.463306,38.219851
間島,139.450229,38.273078
越後早川,139.449887,38.316185
桑川,139.458838,38.375162
今川(新潟),139.468389,38.410081
越後寒川,139.489948,38.448689
勝木,139.517468,38.490315
府屋,139.530452,38.513324
鼠ケ関,139.548827,38.555433
小岩川,139.56583,38.590399
あつみ温泉,139.587955,38.624217
五十川,139.616182,38.670658
小波渡,139.649836,38.692484
三瀬,139.673643,38.699448
羽前水沢,139.731372,38.713444
羽前大山,139.768194,38.742155
鶴岡,139.83538,38.74011
藤島,139.894087,38.768646
西袋,139.907754,38.811528
余目,139.911348,38.844321
北余目,139.908074,38.867538
砂越,139.907345,38.895195
東酒田,139.875495,38.907518
酒田,139.845987,38.922194
本楯,139.882081,38.968648
南鳥海,139.898662,38.98736
遊佐,139.905161,39.015943
吹浦,139.878762,39.069934
女鹿,139.880963,39.098807
小砂川,139.885692,39.137507
上浜,139.902823,39.164738
象潟,139.902205,39.2078
金浦,139.920662,39.256183
仁賀保,139.964596,39.28979
西目,140.018518,39.347536
羽後本荘,140.057632,39.386877
羽後岩谷,140.0906,39.442075
折渡,140.091097,39.476423
羽後亀田,140.063032,39.493884
岩城みなと,140.055122,39.545487
道川,140.057049,39.56054
下浜,140.064567,39.619678
桂根,140.066482,39.647566
新屋(秋田),140.087799,39.677493
羽後牛島,140.116467,39.695834
出戸浜,140.024374,39.844473
上二田,140.00409,39.869089
二田,139.987171,39.88174
天王,139.963609,39.898782
船越,139.946804,39.90473
脇本,139.902657,39.915172
羽立,139.86205,39.904569
男鹿,139.848647,39.884571
福島(福島),140.45968,37.754123
笹木野,140.425985,37.765926
庭坂,140.389847,37.771537
板谷,140.268815,37.811627
峠,140.236041,37.811935
大沢(山形),140.19801,37.839775
関根,140.146284,37.864592
米沢,140.128209,37.909478
置賜,140.142496,37.954093
高畠,140.15281,37.992314
赤湯,140.148978,38.047081
中川(山形),140.203553,38.093349
羽前中山,140.218318,38.124158
かみのやま温泉,140.27867,38.152259
茂吉記念館前,140.298167,38.171249
蔵王,140.303299,38.20592
山形,140.327253,38.248098
北山形,140.332658,38.265902
羽前千歳,140.342168,38.287313
南出羽,140.344692,38.302834
漆山(山形),140.347661,38.314477
高擶,140.358832,38.330726
天童南,140.365853,38.342489
天童,140.369303,38.35989
乱川,140.374663,38.386554
神町,140.378389,38.412276
さくらんぼ東根,140.380677,38.42806
東根,140.384035,38.450863
村山(山形),140.386399,38.477078
袖崎,140.391295,38.548259
大石田,140.375349,38.595916
北大石田,140.371234,38.629487
芦沢,140.361016,38.655258
舟形,140.316157,38.691583
仙台(JR),140.882158,38.260027
東照宮,140.88682,38.277262
北仙台,140.869885,38.281594
北山(宮城),140.851876,38.285154
東北福祉大前,140.842683,38.280468
国見(宮城),140.8335,38.274783
葛岡,140.818583,38.268816
陸前落合,140.789896,38.273379
愛子,140.761517,38.272661
陸前白沢,140.702333,38.278117
熊ケ根,140.680633,38.297947
作並,140.632467,38.317738
奥新川,140.594329,38.325953
面白山高原,140.49712,38.333071
山寺,140.434773,38.309561
高瀬(山形),140.396074,38.301677
楯山,140.370598,38.301632
東金井,140.302666,38.277058
羽前山辺,140.271571,38.294756
羽前金沢,140.270516,38.320837
羽前長崎,140.273018,38.332969
南寒河江,140.27767,38.356033
寒河江,140.274487,38.372548
西寒河江,140.26662,38.379627
羽前高松,140.248666,38.397494
柴橋,140.22582,38.380874
左沢,140.208132,38.382223
南米沢,140.108364,37.896043
西米沢,140.08481,37.917279
成島(山形),140.075584,37.94335
中郡(山形),140.067286,37.969109
羽前小松,140.048503,38.004721
犬川,140.052038,38.025333
今泉,140.04412,38.056697
萩生,140.004207,38.06182
羽前椿,139.994293,38.038636
手ノ子,139.961264,38.011766
羽前沼沢,139.872497,38.028698
伊佐領,139.822635,38.05105
羽前松岡,139.780445,38.045391
小国,139.750167,38.061422
越後金丸,139.663521,38.066474
越後片貝,139.62239,38.070712
越後下関,139.560024,38.090037
越後大島,139.518209,38.099721
升形,140.24423,38.751646
羽前前波,140.209525,38.747654
津谷,140.186375,38.737618
古口,140.14602,38.737129
高屋,140.070936,38.752567
清川,140.020761,38.790152
狩川,139.976777,38.79367
南野,139.944742,38.81813
小牛田,141.064355,38.541111
北浦(宮城),141.02305,38.55985
陸前谷地,140.999453,38.565152
古川,140.967876,38.571192
塚目,140.937093,38.572474
西古川,140.895416,38.578214
東大崎,140.897015,38.605627
西大崎,140.889638,38.629986
岩出山,140.871492,38.652508
有備館,140.86442,38.658135
上野目,140.859342,38.680563
池月,140.835732,38.708948
川渡温泉,140.779317,38.736834
鳴子御殿湯,140.737148,38.744612
鳴子温泉,140.715939,38.743193
中山平温泉,140.668103,38.726568
堺田,140.612902,38.73549
赤倉温泉,140.553647,38.730535
立小路,140.542678,38.742045
最上,140.517712,38.755959
大堀,140.475377,38.76592
鵜杉,140.453698,38.764962
瀬見温泉,140.419557,38.755192
東長沢,140.382195,38.718898
長沢,140.365969,38.709782
南新庄,140.316212,38.721629
あおば通,140.878514,38.260749
榴ケ岡,140.893782,38.258792
宮城野原,140.905155,38.26115
陸前原ノ町,140.910638,38.266017
苦竹,140.918867,38.268722
小鶴新田,140.935446,38.273455
福田町,140.958252,38.274967
陸前高砂,140.967607,38.27344
中野栄,140.985236,38.280796
多賀城,141.005375,38.291656
下馬,141.014965,38.305833
西塩釜,141.018419,38.31194
本塩釜,141.022477,38.317715
東塩釜,141.031665,38.325572
陸前浜田,141.041818,38.350747
松島海岸,141.058523,38.368529
高城町,141.07344,38.382731
手樽,141.092846,38.38715
陸前富山,141.107208,38.386307
陸前大塚,141.12947,38.379078
東名,141.14548,38.37529956
野蒜,141.1570349,38.3790003
陸前小野,141.174345,38.396018
鹿妻,141.190073,38.403315
矢本,141.209148,38.420432
東矢本,141.22216,38.427993
陸前赤井,141.238883,38.432442
石巻あゆみ野,141.259444,38.436111
蛇田,141.277652,38.438218
陸前山下,141.288868,38.437718
石巻,141.303553,38.43538
上涌谷,141.099473,38.549194
涌谷,141.127359,38.538151
前谷地,141.194345,38.512187
佳景山,141.239622,38.497974
鹿又,141.283016,38.485851
曽波神,141.287848,38.465993
陸前稲井,141.334847,38.445463
渡波,141.365123,38.420051
万石浦,141.368555,38.428855
沢田,141.38234,38.432397
浦宿,141.421355,38.436542
女川,141.444919,38.446403
和渕,141.220428,38.525772
のの岳,141.225813,38.552567
陸前豊里,141.244674,38.582481
御岳堂,141.264718,38.605662
柳津(宮城),141.305947,38.611693
郡山(福島),140.389363,37.398187
郡山富田,140.3695,37.420361
喜久田,140.341912,37.451746
安子ケ島,140.310133,37.472048
磐梯熱海,140.2707,37.480743
中山宿,140.219401,37.495648
上戸,140.163538,37.487848
猪苗代湖畔,140.147564,37.500563
関都,140.143619,37.515577
川桁,140.136869,37.535639
猪苗代,140.103122,37.546286
翁島,140.054079,37.552837
磐梯町,139.993413,37.557305
東長原,139.948239,37.566465
広田,139.933343,37.549235
会津若松,139.930159,37.508824
堂島,139.911706,37.554723
笈川,139.895318,37.579117
塩川,139.88716,37.59393
姥堂,139.881001,37.615952
会津豊川,139.876787,37.633499
喜多方,139.868365,37.643886
山都,139.766534,37.639228
荻野,139.722119,37.617613
尾登,139.691542,37.609024
野沢,139.64462,37.590898
上野尻,139.633869,37.625041
徳沢,139.602879,37.666876
豊実,139.576348,37.680541
日出谷,139.533985,37.705699
鹿瀬,139.479663,37.695656
津川,139.447136,37.68817
三川(新潟),139.381482,37.70835
五十島,139.353419,37.715974
東下条,139.321815,37.736876
咲花,139.29095,37.735003
馬下,139.260466,37.737569
猿和田,139.222481,37.729594
五泉,139.179785,37.734373
北五泉,139.169758,37.746785
新関,139.162508,37.768096
東新津,139.143768,37.787638
七日町,139.918958,37.50121
西若松,139.914172,37.486034
会津本郷,139.892987,37.463488
会津高田,139.841266,37.470839
根岸(福島),139.828603,37.501885
新鶴,139.828499,37.517161
若宮,139.828321,37.535243
会津坂下,139.821509,37.556695
塔寺,139.785241,37.569368
会津坂本,139.756802,37.553266
会津柳津,139.723817,37.538664
郷戸,139.709911,37.51636
滝谷(福島),139.69799,37.494315
会津桧原,139.679382,37.491664
会津西方,139.661528,37.480937
会津宮下,139.647102,37.471169
早戸,139.593605,37.469953
会津水沼,139.560733,37.483026
会津中川,139.532135,37.473785
会津川口,139.52384,37.455076
本名,139.49882,37.44476
会津越川,139.469405,37.398684
会津横田,139.435853,37.392353
会津大塩,139.413044,37.392803
会津塩沢,139.355096,37.393599
会津蒲生,139.333213,37.381775
只見,139.314783,37.350239
大白川,139.121373,37.341687
入広瀬,139.06599,37.358818
上条(新潟),139.050698,37.346836
越後須原,139.017463,37.320591
魚沼田中,138.992578,37.294413
越後広瀬,138.981141,37.274363
藪神,138.975698,37.256737
小出,138.953526,37.233581
いわき,140.892273,37.058241
赤井,140.866294,37.080631
小川郷,140.862514,37.126446
